age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
3690,77,F,429,En Couple,3,true,2419 JD 68
3693,71,M,480,Marié(e),3,true,689 ZK 53
3707,33,F,423,En Couple,0,true,2115 OB 86
3708,24,M,176,En Couple,4,true,9663 MR 66
3719,24,M,478,En Couple,3,true,187 AU 77
3721,71,M,493,En Couple,2,true,837 PZ 30
3725,56,M,746,En Couple,1,true,5440 WW 14
3727,38,M,562,En Couple,3,true,5282 MV 26
3738,36,M,472,En Couple,4,true,4558 EO 93
3748,46,M,1160,En Couple,3,true,3086 YA 56
3759,36,M,449,En Couple,2,true,7788 XW 14
3774,23,F,186,En Couple,0,true,8903 TC 32
3787,77,F,592,En Couple,1,true,3969 KN 75
3795,26,F,591,En Couple,2,true,3647 DP 79
3798,39,M,444,En Couple,4,true,3975 DH 17
3802,49,F,1154,En Couple,4,true,3957 XX 10
3804,41,Féminin,209,En Couple,2,true,2039 GM 98
3808,74,M,1291,En Couple,0,true,1782 ZA 43
3840,18,M,577,En Couple,4,true,1613 OK 36
3845,79,M,231,En Couple,1,true,7315 BS 98
3849,46,M,418,En Couple,1,true,5455 ZE 23
3863,59,F,436,En Couple,1,true,4701 FU 69
3864,20,M,467,En Couple,4,true,6594 KF 88
3866,36,F,542,En Couple,2,true,6750 CR 77
3882,30,F,1004,En Couple,4,true,8081 AT 90
3889,25,F,490,En Couple,2,true,6720 EM 11
3894,43,M,500,En Couple,1,true,4228 UY 19
3905,64,M,527,En Couple,0,true,9993 CQ 31
3924,59,M,570,En Couple,3,true,8288 LZ 47
3929,42,M,1227,En Couple,0,true,4819 AG 82
3936,26,M,528,En Couple,2,true,5666 RL 89
3956,41,M,473,En Couple,4,true,9725 CQ 25
3962,45,F,546,En Couple,1,true,690 AK 16
3966,35,M,927,En Couple,2,true,8567 VR 15
3993,65,F,175,En Couple,2,true,3077 WO 33
4012,20,M,597,En Couple,0,true,2745 FR 96
4013,57,M,158,En Couple,1,true,7392 NG 39
4038,21,M,407,En Couple,2,true,6242 MR 55
4051,46,M,864,En Couple,1,true,3208 OF 61
4066,19,F,570,En Couple,3,true,8330 TE 33
4069,22,M,576,En Couple,2,true,2937 VS 44
4081,28,M,489,En Couple,0,true,1258 PT 56
4099,52,M,589,En Couple,1,true,8525 SO 70
4106,38,M,730,En Couple,0,true,6929 AU 19
4114,49,M,1314,En Couple,3,true,8566 IB 25
4119,52,M,785,En Couple,1,true,206 TL 98
4122,24,M,512,En Couple,1,true,8452 WC 10
4134,82,M,444,En Couple,4,true,2334 MT 43
4136,42,M,579,En Couple,3,true,8772 SC 40
4137,47,M,953,En Couple,0,true,6790 SX 60
4140,45,M,534,En Couple,0,true,2973 UM 49
4166,41,M,226,En Couple,1,true,9992 PW 96
4168,29,M,945,En Couple,4,true,4806 TW 83
4175,43,M,1376,En Couple,1,true,9312 GV 50
4177,73,M,428,En Couple,1,true,7781 VC 87
4186,39,M,1025,En Couple,0,true,8791 TZ 28
4196,43,F,568,En Couple,4,true,9979 PR 52
4204,27,M,520,En Couple,3,true,2154 MO 64
4207,40,M,508,En Couple,2,true,6401 AL 27
4226,47,M,205,En Couple,2,true,9582 IU 67
4228,22,M,759,En Couple,1,true,185 OS 93
4229,19,M,404,En Couple,4,true,1863 IW 98
4234,40,F,890,En Couple,3,true,9127 DA 61
4236,47,F,405,En Couple,0,true,4598 SZ 25
4246,49,M,400,En Couple,4,true,2315 RK 85
4260,20,M,883,En Couple,0,true,9678 PF 72
4262,23,M,249,Marié(e),1,true,4458 ZW 84
4265,46,F,170,En Couple,2,true,442 GE 49
4267,84,F,521,En Couple,0,true,1050 KE 79
4271,25,M,150,En Couple,2,true,9557 HL 66
4273,32,M,555,En Couple,0,true,6021 BT 92
4282,29,M,484,En Couple,0,true,9323 NF 82
4285,59,F,1078,En Couple,2,true,1872 SF 97
4286,82,M,198,En Couple,3,true,5182 LY 72
4296,39,F,774,En Couple,4,true,2064 FZ 42
4298,19,F,1006,En Couple,0,true,6742 JS 45
4309,77,M,801,En Couple,3,true,135 VF 95
4325,59,M,226,En Couple,1,true,3296 VM 21
4327,40,M,516,En Couple,3,true,7350 DI 69
4340,26,M,526,En Couple,2,true,2000 YH 42
4343,48,M,1113,En Couple,0,true,1432 HW 96
4361,40,F,1281,En Couple,1,true,9238 RR 73
4376,83,M,1183,En Couple,4,true,3007 OU 50
4382,51,F,494,En Couple,3,true,6463 BV 39
4387,27,M,169,En Couple,2,true,2424 SE 29
4392,27,M,542,En Couple,0,true,5805 CB 28
4395,60,M,565,En Couple,2,true,1816 NL 46
4410,50,M,1395,En Couple,1,true,8908 NX 69
4412,29,M,479,En Couple,4,true,962 TG 49
4424,50,M,574,En Couple,2,true,1858 BR 60
4433,22,M,590,En Couple,1,true,7482 KA 59
4446,55,F,993,En Couple,0,true,9680 RH 26
4452,77,F,571,En Couple,3,true,3332 NW 37
4456,70,F,488,En Couple,2,true,9888 VG 90
4468,54,M,173,En Couple,2,true,6065 QY 13
4469,33,M,182,En Couple,4,true,6105 EL 95
4476,23,F,458,En Couple,0,true,5232 HI 78
4499,30,F,483,En Couple,3,true,2109 SR 22
4531,54,M,197,En Couple,2,true,8595 HN 38
4540,39,M,471,En Couple,2,true,6768 MI 94
4552,82,M,228,En Couple,1,true,7197 TF 27
4561,22,M,1198,En Couple,0,true,4273 WN 50
4562,47,F,186,En Couple,3,true,5510 MH 60
4563,66,F,462,En Couple,2,true,2794 XJ 96
4573,40,F,1096,En Couple,4,true,8351 HO 47
4574,78,M,900,En Couple,0,true,1736 SM 74
4584,44,Masculin,434,En Couple,3,true,5484 ZJ 19
4598,83,M,222,En Couple,4,true,8071 SQ 90
4602,27,M,530,En Couple,0,true,2693 ZI 32
4603,64,M,577,En Couple,1,true,2760 TS 50
4606,41,M,539,En Couple,2,true,6775 UI 64
4609,60,M,1035,En Couple,4,true,3673 HG 63
4615,48,F,1293,En Couple,2,true,5733 GZ 60
4628,80,M,202,En Couple,1,true,938 MN 55
4629,72,M,1305,En Couple,2,true,8727 PG 63
4634,29,F,1334,En Couple,1,true,7554 WP 29
4641,23,M,484,En Couple,1,true,357 CY 90
4645,38,Homme,929,En Couple,3,true,4098 VH 23
4660,84,M,597,En Couple,3,true,674 TY 35
4671,31,M,558,En Couple,2,true,5710 OE 61
4673,34,F,1290,En Couple,2,true,4753 FV 54
4678,22,M,580,En Couple,3,true,3969 EM 15
4681,57,M,510,En Couple,0,true,8538 EV 74
4687,77,M,1213,En Couple,1,true,241 WH 97
4692,65,F,439,En Couple,2,true,8322 JJ 51
4707,24,M,488,En Couple,2,true,8813 LT 30
4722,43,M,202,En Couple,2,true,8829 VH 65
4732,72,M,421,En Couple,1,true,6715 UD 13
4734,81,M,184,En Couple,0,true,280 NU 83
4759,29,M,775,En Couple,1,true,3382 AR 94
4767,37,M,470,En Couple,4,true,4323 TS 19
4770,28,F,493,En Couple,1,true,4734 XL 53
4772,43,F,556,En Couple,0,true,5007 OH 41
4802,39,M,234,En Couple,3,true,8048 SG 35
4806,27,F,208,En Couple,3,true,4879 NX 67
4822,52,M,461,En Couple,0,true,6289 OT 89
4833,58,M,238,En Couple,2,true,9589 RK 67
4839,41,M,1156,En Couple,0,true,4445 TV 42
4841,30,M,400,En Couple,0,true,1046 GT 65
4843,37,M,982,En Couple,0,true,9824 AE 63
4846,84,F,573,En Couple,3,true,1067 UE 62
4866,48,M,410,En Couple,1,true,7660 LA 36
4871,57,M,722,En Couple,1,true,9125 MB 55
4891,34,F,475,En Couple,3,true,7006 LA 53
4896,21,M,473,En Couple,2,true,1114 FO 91
4908,23,M,920,En Couple,1,true,2848 TJ 78
4919,50,M,535,En Couple,4,true,5011 WT 45
4920,52,M,494,En Couple,1,true,2222 ZT 60
4927,55,M,485,En Couple,0,true,4149 UY 74
4934,29,M,512,En Couple,0,true,9141 AG 54
4945,83,F,546,En Couple,0,true,7492 GX 59
4953,34,M,1204,En Couple,2,true,6394 IN 82
4967,46,M,546,En Couple,3,true,5519 UP 54
4970,18,F,503,En Couple,0,true,2296 WX 66
4973,24,F,1293,En Couple,2,true,6842 EV 26
4978,45,M,958,En Couple,3,true,3918 EP 92
4979,32,M,501,En Couple,0,true,1969 AU 67
4982,54,F,450,En Couple,3,true,7115 NK 57
4999,42,M,1038,En Couple,4,true,6248 JS 89
5012,84,M,171,En Couple,0,true,715 EH 73
5028,34,M,211,En Couple,4,true,9279 ZH 47
5030,80,M,215,En Couple,0,true,7931 LY 62
5050,67,M,244,En Couple,0,true,4955 LB 59
5057,66,M,170,Marié(e),4,true,5929 AR 89
5060,46,M,421,En Couple,0,true,905 VX 92
5068,52,M,582,En Couple,4,true,725 CL 57
5080,30,M,1131,En Couple,1,true,1363 XF 50
5084,51,F,514,En Couple,1,true,3803 AJ 16
5092,21,F,161,En Couple,2,true,2380 FC 68
5101,21,F,480,En Couple,1,true,2762 UF 27
5106,54,M,594,En Couple,4,true,7107 GX 36
5114,46,M,491,En Couple,3,true,5179 LZ 44
5118,57,F,451,En Couple,2,true,61 OU 24
5120,83,M,410,En Couple,2,true,9390 NF 68
5124,77,M,446,En Couple,1,true,55 SE 69
5127,62,F,1185,En Couple,1,true,5124 MG 56
5129,47,M,165,En Couple,4,true,1817 VK 95
5130,23,M,169,En Couple,2,true,9236 WW 60
5133,27,F,1120,En Couple,4,true,8751 IO 21
5138,42,M,575,En Couple,4,true,7406 LJ 18
5139,26,M,837,En Couple,1,true,3819 WX 87
5148,73,F,532,En Couple,3,true,973 TG 41
5149,38,F,409,En Couple,3,true,9510 OM 30
5168,41,M,419,En Couple,4,true,5864 SO 39
5169,75,F,580,En Couple,1,true,1252 RL 89
5175,30,F,240,En Couple,0,true,1608 QF 73
5184,78,M,524,Marié(e),1,true,8556 UK 16
5186,33,F,838,En Couple,3,true,2341 IQ 76
5191,60, ,548,En Couple,1,true,1821 ZO 59
5201,45,M,229,En Couple,2,true,7144 ZF 68
5205,59,M,159,En Couple,4,true,4718 SH 50
5209,57,M,1238,En Couple,2,true,7519 FO 67
5211,52,M,469,En Couple,4,true,809 UJ 45
5236,18,M,517,En Couple,1,true,3279 LE 98
5238,62,M,1067,En Couple,4,true,7061 JW 74
5245,71,F,526,En Couple,4,true,5289 PQ 79
5246,61,M,589,En Couple,1,true,7839 MW 20
5247,34,M,451,En Couple,1,true,4366 OE 51
5249,28,M,199,En Couple,4,true,5472 MK 50
5255,50,F,811,En Couple,3,true,4664 ZY 96
5270,31,M,1075,En Couple,2,true,4197 BI 62
5273,66,M,488,En Couple,2,true,5098 UF 61
5278,57,M,564,En Couple,0,true,3617 FH 94
5283,24,M,547,En Couple,1,true,3447 LI 61
5293,52,F,1156,En Couple,2,true,7297 NU 66
5295,68, ,400,En Couple,2,true,4183 IP 57
5296,66,M,433,En Couple,2,true,9032 WI 98
5317,27,F,236,En Couple,3,true,7764 OF 15
5319,26,M,442,En Couple,1,true,4885 KO 93
5322,60,M,439,En Couple,0,true,7689 AT 81
5331,21,M,1325,En Couple,2,true,8293 NA 57
5340,27,M,1003,En Couple,1,true,1298 IP 75
5360,21,F,240,En Couple,0,true,532 NU 53
5374,18,M,454,En Couple,0,true,6777 YN 22
5384,33,M,733,En Couple,0,true,2210 HK 34
5388,56,M,1024,En Couple,4,true,2109 RV 71
5392,29,F,507,En Couple,0,true,4702 TS 77
5393,63,F,161,En Couple,1,true,7757 ZA 19
5399,50,F,1118,En Couple,2,true,789 AB 34
5405,49,M,866,En Couple,3,true,6164 NM 92
5409,29,M,443,En Couple,4,true,7905 NY 23
5416,72,Femme,230,En Couple,3,true,2719 GA 49
5423,79,F,249,En Couple,2,true,8981 HR 31
5424,50,F,569,En Couple,0,true,5137 VU 34
5432,28,M,468,En Couple,0,true,9203 LG 90
5441,20,M,538,En Couple,1,true,1401 SZ 88
5443,37,M,535,En Couple,4,true,7729 HL 28
5449,30,M,504,En Couple,0,true,1621 UN 28
5454,39,M,848,En Couple,0,true,2630 WQ 71
5459,50,M,208,En Couple,2,true,8517 MW 64
5471,33,M,204,En Couple,1,true,2943 VK 15
5472,57,F,496,En Couple,0,true,336 AS 46
5478,51,M,411,En Couple,2,true,6501 CC 64
5480,69,M,1314,En Couple,3,true,8690 NN 81
5503,44,M,483,En Couple,4,true,8156 BI 10
5504,48,F,172,En Couple,1,true,8432 TH 13
5508,38,M,1002,En Couple,1,true,5589 BO 73
5514,49,M,1009,En Couple,3,true,4832 TF 62
5525,21,M,1347,En Couple,2,true,6777 KN 44
5535,55,M,571,En Couple,0,true,8474 AH 69
5543,33,M,996,En Couple,1,true,25 EF 91
5551,43,M,421,En Couple,0,true,3915 OY 12
5556,38,F,440,En Couple,2,true,4317 YO 75
5559,69,M,448,En Couple,2,true,9061 LD 37
5574,34,M,943,En Couple,0,true,6220 IB 74
5592,62,M,245,En Couple,4,true,3808 PA 36
5598,23,F,164,En Couple,0,true,1973 IK 90
5599,20,M,494,En Couple,0,true,8536 UH 21
5607,54,F,1347,En Couple,3,true,5407 WO 40
5628,30,M,1219,En Couple,1,true,1774 KN 57
5630,39,M,1214,En Couple,2,true,772 JK 98
5645,30,M,702,En Couple,0,true,3799 DN 47
5651,52,M,453,En Couple,1,true,973 FH 95
5661,29,Femme,1134,En Couple,2,true,866 TF 82
5669,26,F,1259,En Couple,2,true,479 JG 18
5670,55,M,563,En Couple,3,true,8128 NJ 97
5680,43,M,190,En Couple,2,true,3115 UA 81
5683,57,M,900,En Couple,4,true,5397 ST 90
5686,21,M,215,En Couple,4,true,2820 PQ 56
5711,57,M,505,En Couple,4,true,5811 PF 90
5721,42,M,594,En Couple,3,true,9691 FY 94
5727,35,M,473,En Couple,3,true,7625 MO 88
5745,21,F,594,En Couple,0,true,3710 TL 77
5773,68,M,578,En Couple,3,true,6305 KH 34
5783,30,M,899,En Couple,2,true,2988 RK 40
5784,65,M,572,En Couple,0,true,4968 CM 64
5795,19,F,424,En Couple,2,true,733 BO 93
5796,75,M,454,En Couple,1,true,6735 ZM 13
5804,20,M,1116,En Couple,1,true,3648 OX 73
5806,32,M,908,En Couple,4,true,8411 WB 87
5835,46,F,586,En Couple,2,true,2208 WK 87
5841,18,M,1262,En Couple,0,true,1496 VA 34
5854,56,M,215,En Couple,2,true,8652 ZZ 11
5861,81,M,532,En Couple,1,true,3915 KK 56
5863,59,F,1144,En Couple,1,true,7531 ME 48
5870,71,M,208,En Couple,0,true,3137 FV 29
5873,26,M,424,En Couple,1,true,2007 IK 94
5874,76,M,973,En Couple,2,true,5097 HI 12
5915,55,M,427,En Couple,3,true,5190 AC 46
5917,44,Homme,548,En Couple,3,true,2272 EK 86
5923,31,M,551,En Couple,3,true,8090 IJ 58
5926,59,M,703,En Couple,4,true,2752 LX 61
5936,43,F,453,En Couple,3,true,1684 UX 68
5938,30,F,1174,En Couple,1,true,8302 BD 31
5939,80,Féminin,450,En Couple,3,true,8634 PO 16
5951,18,M,181,En Couple,4,true,6462 DH 36
5959,28,M,1024,En Couple,0,true,1731 GJ 60
5980,76,M,403,En Couple,0,true,8343 QU 47
5985,73,F,160,En Couple,0,true,7087 CM 19
5994,45,F,530,En Couple,2,true,8139 YF 16
5998,47,F,1006,En Couple,2,true,4161 GZ 14
6003,43,M,485,En Couple,2,true,1893 XW 30
6008,80,M,516,En Couple,3,true,788 SJ 73
6009,60,F,592,En Couple,4,true,4313 KC 84
6028,32,M,538,En Couple,1,true,9793 GL 30
6046,41,M,1292,En Couple,0,true,5919 HM 26
6048,59,F,227,En Couple,1,true,2568 SI 48
6091,42,F,548,En Couple,4,true,5736 OU 29
6094,32,M,593,En Couple,2,true,7575 RU 54
6102,23,M,486,En Couple,0,true,80 CH 73
6106,59,M,479,En Couple,0,true,298 CW 35
6112,71,F,547,En Couple,4,true,2787 DG 50
6122,-1,M,544,En Couple,2,true,8807 NJ 62
6128,22,M,466,En Couple,1,true,9081 ED 13
6134,27,M,172,En Couple,1,true,2309 UO 45
6138,83,M,568,En Couple,2,true,5574 FJ 12
6142,27,M,453,En Couple,0,true,4123 UO 48
6163,58,M,182,En Couple,2,true,6031 LP 34
6168,19,F,854,En Couple,2,true,5389 VS 65
6169,33,M,504,En Couple,2,true,6750 ZZ 32
6177,18,M,446,En Couple,1,true,7373 IY 85
6183,32,M,594,En Couple,1,true,6126 KS 73
6190,26,M,838,En Couple,4,true,2041 YL 17
6195,44,M,179,En Couple,4,true,1759 KB 79
6198,33,M,212,En Couple,0,true,8745 LU 86
6199,56,F,876,En Couple,3,true,494 NH 62
6201,21,M,1109,En Couple,2,true,74 YR 93
6211,72,M,544,En Couple,0,true,1542 FX 74
6215,27,M,221,En Couple,2,true,747 WW 39
6216,19,F,899,En Couple,4,true,4938 AS 86
6221,84,F,426,En Couple,4,true,6396 NZ 51
6222,46,M,221,En Couple,1,true,1622 CF 65
6225,48,M,216,En Couple,2,true,5771 PR 31
6237,29,M,227,En Couple,4,true,4539 TD 88
6252,26,M,415,En Couple,0,true,6707 PT 45
6259,36,M,540,En Couple,0,true,4498 GK 53
6260,23,F,811,En Couple,4,true,2760 MR 50
6267,18,F,156,En Couple,1,true,7166 IO 10
6269,73,M,583,En Couple,1,true,4994 FT 46
6290,37,M,477,En Couple,4,true,3892 DZ 42
6292,23,M,730,En Couple,0,true,1521 LN 60
6298,24,M,593,En Couple,-1,true,3650 BZ 97
6302,27,M,1188,En Couple,4,true,8782 KF 42
6303,30,M,1015,En Couple,3,true,1474 UF 12
6314,48,M,923,En Couple,3,true,4313 EA 40
6319,56,M,766,En Couple,1,true,4825 PO 57
6320,25,F,722,En Couple,0,true,6191 KV 10
6330,31,F,457,En Couple,1,true,753 AT 58
6332,38,M,1326,En Couple,4,true,9541 ZI 41
6355,45,M,421,En Couple,0,true,7257 EH 55
6356,37,M,549,En Couple,3,true,1262 CF 28
6363,27,F,963,En Couple,3,true,6810 ZT 17
6367,84,M,550,En Couple,2,true,9095 AX 54
6377,52,M,504,En Couple,0,true,1156 SI 91
6382,43,M,575,Marié(e),4,true,3555 GR 24
6383,69,F,422,En Couple,4,true,5471 XY 15
6397,73,M,444,En Couple,0,true,2451 OG 64
6406,37,F,768,En Couple,2,true,8859 UU 73
6408,29,M,1188,En Couple,1,true,7637 CP 72
6414,45,M,403,En Couple,0,true,8771 NH 16
6424,57,F,773,En Couple,0,true,3188 BO 89
6433,25,M,184,En Couple,1,true,7131 DN 45
6439,80,M,246,En Couple,2,true,9985 UK 49
6441,43,M,581,En Couple,1,true,9875 SH 79
6451,56,M,1326,En Couple,2,true,6244 SK 82
6453,67,M,448,En Couple,1,true,3597 PL 97
6460,46,M,761,En Couple,1,true,8523 OO 21
6461,28,F,171, ,3,true,3911 SM 15
6471,52,M,499,En Couple,1,true,6178 AU 47
6498,82,F,572,En Couple,1,true,6900 SX 11
6500,62,F,163,En Couple,0,true,7700 SW 15
6516,35,M,519,En Couple,1,true,7170 BO 95
6518,79,F,577,En Couple,2,true,4809 NW 71
6519,37,F,432,En Couple,2,true,2230 RU 83
6526,67,M,516,En Couple,0,true,9528 RX 74
6548,48,M,183,En Couple,2,true,5823 EY 23
6549,24,F,586,En Couple,3,true,1326 QS 55
6552,42,M,869,En Couple,0,true,7195 IC 82
6558,25,M,1346,En Couple,2,true,9533 SM 37
6577,26,M,168,En Couple,4,true,3740 ZB 11
6581,35,M,1066,En Couple,3,true,6154 WX 87
6601,69,F,445,En Couple,1,true,3849 MR 53
6612,77,F,431,En Couple,3,true,9812 MO 85
6615,18,M,443,En Couple,3,true,645 WJ 98
6620,69,M,504,En Couple,2,true,8709 UV 83
6622,69,M,182,En Couple,2,true,5298 VU 83
6626,21,M,591,En Couple,1,true,1336 SO 59
6630,53,M,1379,En Couple,3,true,6086 SR 52
6644,80,M,553,En Couple,0,true,6331 WN 69
6648,50,M,587,En Couple,0,true,8278 NO 46
6655,48,M,417,En Couple,1,true,6177 LE 90
6667,45,M,477,En Couple,1,true,2591 RD 49
6680,33,F,463,En Couple,2,true,9483 NV 39
6688,70,F,401,En Couple,0,true,2351 SY 88
6689,40,Homme,247,En Couple,0,true,1866 MN 40
6700,35,F,530,En Couple,2,true,4120 NL 72
6706,43,Femme,177,En Couple,0,true,9692 XM 13
6716,38,M,461,En Couple,1,true,4574 QB 51
6735,18,F,490,En Couple,2,true,580 GP 19
6753,76,M,217,En Couple,1,true,2003 QD 53
6779,19,F,464,En Couple,4,true,5754 JJ 88
6780,45,M,426,En Couple,2,true,9172 VB 85
6784,25,F,212,En Couple,0,true,1986 JS 85
6799,24,M,585,En Couple,3,true,9511 YG 12
6816,36,M,206,En Couple,4,true,6398 XD 84
6824,45,F,918,En Couple,0,true,3618 ZK 85
6826,63,F,408,En Couple,3,true,7883 WD 42
6831,28,M,548,En Couple,1,true,4114 IV 81
6835,56,M,1111,En Couple,1,true,9584 RB 80
6844,71,M,202,En Couple,3,true,6524 HZ 43
6849,46,M,708,En Couple,3,true,156 DG 79
6854,38,M,497,En Couple,3,true,7042 CL 52
6864,40,Homme,598,En Couple,2,true,1427 KE 22
6865,35,F,191,En Couple,1,true,7323 LB 63
6878,54,M,489,En Couple,4,true,4010 XJ 96
6882,72,F,405,En Couple,4,true,2728 TK 35
6888,38,F,484,En Couple,3,true,4946 KS 29
6894,33,M,564,En Couple,1,true,3830 PN 45
6903,28,M,403,En Couple,2,true,4270 NG 17
6908,43,M,453,En Couple,3,true,8853 EJ 65
6926,29,M,1178,En Couple,4,true,3885 KY 67
6928,60,M,168,En Couple,2,true,1120 QH 19
6931,45,M,179,En Couple,0,true,8050 BA 44
6934,59,M,405,En Couple,1,true,878 NU 64
6953,72,M,426,En Couple,3,true,1843 KZ 98
6955,45,F,236,En Couple,0,true,3007 PS 45
6960,29,M,858,Marié(e),4,true,8603 SF 82
6978,55,M,496,En Couple,2,true,9128 SS 27
6983,79,M,472,En Couple,4,true,8865 DR 57
6988,65,M,779,En Couple,2,true,3455 RM 98
7005,81,M,408,En Couple,3,true,1950 CZ 42
7009,33,F,745,En Couple,3,true,2633 XD 50
7010,25,F,464,En Couple,3,true,5188 AQ 50
7026,24,Femme,572,En Couple,0,true,5149 RU 34
7031,26,M,1055,En Couple,0,true,5185 VD 74
7035,24,M,755,En Couple,4,true,4344 ND 86
7054,55,M,538,En Couple,0,true,9760 DI 30
7069,34,M,1130,En Couple,3,true,2820 RU 22
7078,24,F,244,En Couple,3,true,9390 OX 83
7079,18,M,159,En Couple,1,true,2414 YP 33
7081,23,M,166,En Couple,3,true,3399 GF 57
7098,21,F,968,En Couple,2,true,6610 OP 24
7109,42,F,190,En Couple,3,true,1450 FX 12
7115,43,F,1059,En Couple,1,true,4504 RJ 36
7130,33,M,523,En Couple,2,true,6390 TS 63
7132,27,F,221,En Couple,1,true,3971 LP 51
7138,18,F,598,En Couple,3,true,1976 YV 93
7151,34,M,198,En Couple,0,true,8452 GQ 86
7153,62,M,810,En Couple,1,true,9538 PG 75
7160,19,M,567,En Couple,4,true,411 UV 37
7176,61,M,247,En Couple,4,true,7954 MJ 11
7179,37,M,935,En Couple,2,true,5775 CV 26
7180,31,M,508,En Couple,4,true,2344 MV 84
7190,21,M,469,En Couple,3,true,4412 DI 96
7196,68,M,514,En Couple,2,true,790 CG 58
7209,74,M,597,En Couple,2,true,3842 AU 24
7210,24,M,1300,En Couple,0,true,1588 JL 64
7217,35,M,411,En Couple,4,true,2889 HE 37
7223,30,M,528,En Couple,1,true,5284 SR 55
7227,32,M,460,En Couple,1,true,1196 NX 43
7232,63,M,217,En Couple,0,true,1209 LC 49
7249,58,F,834,En Couple,2,true,9326 FS 60
7251,50,M,1329,En Couple,1,true,1044 BJ 94
7257,53,M,479,En Couple,0,true,7277 JZ 68
7261,28,F,1369,En Couple,3,true,9300 BM 77
7262,39,M,160,En Couple,2,true,1265 GM 54
7265,23,M,1187,En Couple,2,true,9904 IF 16
7269,48,M,232,En Couple,0,true,1095 NT 61
7272,45,M,949,En Couple,0,true,6022 QJ 92
7289,19,M,447,En Couple,1,true,1354 QU 98
7292,21,F,871,En Couple,4,true,6810 GD 57
7299,48,M,1151,En Couple,0,true,6164 QU 23
7306,47,M,786,En Couple,3,true,6593 WS 94
7319,66,M,486,En Couple,1,true,4548 IX 34
7323,79,M,1199,En Couple,2,true,4324 ZR 43
7338,33,M,563,En Couple,0,true,7740 EX 66
7353,32,M,446,En Couple,2,true,85 RF 73
7361,73,M,479,En Couple,1,true,7249 DM 32
7364,56,M,564,En Couple,3,true,6910 HE 12
7368,64,F,590,En Couple,4,true,8903 EO 74
7383,48,M,704,En Couple,0,true,8738 GO 81
7388,20,M,402,En Couple,0,true,266 RC 89
7392,53,M,554,Marié(e),2,true,352 YP 81
7396,18,M,180,En Couple,2,true,8564 JA 81
7406,23,F,403,En Couple,3,true,9129 AT 92
7409,83,M,409,En Couple,2,true,1051 CB 51
7419,43,F,538,En Couple,3,true,5681 IF 32
7420,26,M,814,En Couple,4,true,2091 JX 49
7423,23,F,795, ,2,true,2589 VC 72
7428,54,M,565,En Couple,2,true,3572 SR 88
7433,55,F,499,En Couple,4,true,6674 GE 95
7447,82,M,1160,En Couple,1,true,977 KK 61
7452,53,M,517,En Couple,1,true,9413 BD 63
7453,63,M,469,En Couple,3,true,9765 VM 88
7454,23,M,496,En Couple,4,true,9255 NN 91
7456,54,M,559,En Couple,3,true,2309 GE 92
7462,44,M,410,En Couple,3,true,1330 JC 43
7465,20,M,1335,En Couple,1,true,9474 ST 92
7472,54,F,415,En Couple,0,true,8238 GW 53
7475,31,M,481,En Couple,1,true,1592 VK 83
7478,27,F,567,En Couple,0,true,5796 DS 26
7487,79,F,159,En Couple,2,true,7909 SU 88
7500,40,M,584,En Couple,4,true,6522 FZ 34
7506,27,M,1250,En Couple,1,true,6585 YA 37
7508,44,M,598,En Couple,4,true,6405 XX 29
7530,24,M,1244,En Couple,0,true,9456 NO 17
7532,32,M,155,En Couple,0,true,4416 VQ 84
7533,61,M,1100,En Couple,0,true,7963 RL 83
7537,54,M,474,En Couple,2,true,6795 KE 86
7542,50,M,197,En Couple,1,true,4802 GG 21
7543,30,M,801,En Couple,1,true,1932 MK 22
7550,30,M,874,En Couple,2,true,2229 QV 87
7573,29,M,539,En Couple,2,true,9763 CE 68
7574,26,M,496,En Couple,3,true,8085 UG 24
7580,81,M,580,En Couple,2,true,8945 CX 13
7581,21,M,418,En Couple,0,true,2145 GB 64
7586,36,F,563,En Couple,1,true,8996 DD 86
7595,23,M,545,En Couple,1,true,301 DV 53
7596,22,F,1183,En Couple,2,true,5848 JP 15
7622,26,M,515,En Couple,1,true,9311 ZL 59
7628,38,M,166,En Couple,1,true,808 IC 43
7635,52,M,219,En Couple,4,true,2837 YM 32
7640,69,F,800,En Couple,4,true,1876 UL 48
7646,30,M,473,En Couple,0,true,8719 VU 12
7649,36,M,507,En Couple,0,true,7518 AT 64
7654,26,F,204,En Couple,2,true,7031 IT 58
7660,19,M,482,En Couple,2,true,209 XN 10
7661,77,M,246,En Couple,3,true,2444 RM 20
7667,57,M,767,En Couple,1,true,5693 OR 87
7669,35,M,1018,En Couple,2,true,2808 JI 15
7684,84,F,973,En Couple,3,true,8048 YW 33
7702,45,M,208,En Couple,4,true,2617 GS 90
7704,65,M,1276,En Couple,4,true,1877 LG 72
7714,29,F,577,En Couple,2,true,8508 AP 55
7729,38,F,1094,En Couple,4,true,8203 LO 23
7735,27,F,563,En Couple,0,true,6703 LZ 65
7739,19,M,210,En Couple,0,true,4120 AL 59
7745,61,M,1292,En Couple,4,true,9377 DR 46
7752,39,M,502,En Couple,2,true,4886 UT 70
7773,42,M,418,En Couple,3,true,7440 MF 52
7774,80,M,1056,En Couple,1,true,991 ZS 45
